Q28,Q39_Part_1,Q39_Part_2,Q39_Part_3,Q39_Part_4,Q39_Part_5,Q39_Part_6,Q39_Part_7,Q39_Part_8,Q39_Part_9,Q39_OTHER,Q40_Part_1,Q40_Part_2,Q40_Part_3,Q40_Part_4,Q40_Part_5,Q40_Part_6,Q40_Part_7,Q40_Part_8,Q40_Part_9,Q40_Part_10,Q40_Part_11,Q40_OTHER
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
, Plotly Dash , Streamlit ,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,Other
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
 Amazon Web Services (AWS) ,, Streamlit ,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,,edX,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,Other,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,, GitHub ,,, Colab ,,,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,, Streamlit ,, GitHub , Personal blog ,,,,,,Coursera,,,DataCamp,,Udacity,,,,University Courses (resulting in a university degree),,
 Alibaba Cloud ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,edX,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,DataCamp,Fast.ai,,,LinkedIn Learning,,,,
,,,,,,, Colab ,,,,,,,,,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,DataCamp,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,edX,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,Coursera,edX,,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,Fast.ai,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,edX,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,I do not share my work publicly,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,,,, Kaggle ,,,,,Coursera,,,,Fast.ai,Udacity,,,,,,
,,,,,,,,,I do not share my work publicly,,,edX,,DataCamp,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,,edX,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,Other
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,,,Fast.ai,,,,,,,
,,,, GitHub ,, Kaggle , Colab ,,,,,,,,,,Udemy,,,,,Other
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
 Microsoft Azure ,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,,edX,,,,,Udemy,,,,,
,,,,,,,,,,Other,,,,,,,,,,University Courses (resulting in a university degree),,
 Microsoft Azure ,,,, GitHub ,,, Colab ,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,University Courses (resulting in a university degree),,Other
,,,, GitHub ,, Kaggle , Colab ,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,DataCamp,,,Udemy,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,,,,,,,Udemy,,,,,Other
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,,,Other
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,Other
 Google Cloud Platform (GCP) ,,,, GitHub ,, Kaggle ,,,,,,,,DataCamp,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,edX,,,Fast.ai,,,,,,,Other
,,,,,,,,,I do not share my work publicly,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,, Streamlit ,, GitHub ,, Kaggle ,,,,,,,,,,,Udemy,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
, Plotly Dash , Streamlit ,,,,,,,,,,,,,Fast.ai,Udacity,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,, Colab ,,,,Coursera,edX,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,, GitHub ,, Kaggle ,,,,,,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,Fast.ai,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,, Personal blog , Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,I do not share my work publicly,,Coursera,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
 Microsoft Azure , Plotly Dash , Streamlit ,,,,,, Shiny ,,,Coursera,edX,,DataCamp,,Udacity,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,LinkedIn Learning,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,Udacity,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,,,,,,,,,,,,
 Microsoft Azure ,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,Other,,,,DataCamp,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,Other
,,,, GitHub ,, Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,None,
 Microsoft Azure ,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,DataCamp,,,Udemy,,,,,
, Plotly Dash , Streamlit ,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,DataCamp,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,Udacity,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,DataCamp,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,, Personal blog ,,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,DataCamp,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
They all had a similarly enjoyable developer experience,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,,,,,,
,,,, GitHub ,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,Fast.ai,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,edX,,,,,,,,,,Other
,,,,,, Kaggle ,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
None were satisfactory, Plotly Dash ,,, GitHub , Personal blog , Kaggle , Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,, GitHub ,,, Colab ,,,,,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) , Plotly Dash ,,, GitHub ,,,, Shiny ,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,, Kaggle , Colab ,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,, GitHub ,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub , Personal blog , Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,edX,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Google Cloud Platform (GCP) ,,,,,,,,,I do not share my work publicly,,Coursera,edX,,,,,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Amazon Web Services (AWS) ,,,, GitHub ,, Kaggle ,,,,,Coursera,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,,,,,,
,,,,,,, Colab ,,,,,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,,,,Other
,,,,,,,,,,,Coursera,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub ,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,, GitHub , Personal blog ,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,Fast.ai,Udacity,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Udacity,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,DataCamp,,,,,,,,Other
,,,,,, Kaggle ,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,LinkedIn Learning,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
 Amazon Web Services (AWS) ,,,,,,,,,I do not share my work publicly,,,,,,,,Udemy,,,,,Other
,,,, GitHub ,,,,,,,Coursera,,,,,Udacity,Udemy,,,University Courses (resulting in a university degree),,
 Google Cloud Platform (GCP) ,,,, GitHub ,,, Colab ,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,, GitHub , Personal blog , Kaggle , Colab ,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,Udacity,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,edX,,DataCamp,,,,,,,,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,Udemy,LinkedIn Learning,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,
,,,, GitHub , Personal blog , Kaggle ,,,,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
 SAP Cloud ,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,Coursera,,,,,,Udemy,,,University Courses (resulting in a university degree),,
 Oracle Cloud ,,,, GitHub ,,,,,,,,,,,,,,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,edX,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,DataCamp,,,Udemy,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
 Google Cloud Platform (GCP) ,,,, GitHub ,,, Colab ,,,,Coursera,,,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,, Kaggle ,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,Udacity,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,edX,Kaggle Learn Courses,,Fast.ai,Udacity,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",,,
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,LinkedIn Learning,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Coursera,,,,,,,,,,,
,,,, GitHub ,, Kaggle ,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
They all had a similarly enjoyable developer experience,,,,,,,,,I do not share my work publicly,,,,,,,,,,,,None,
,,,,,,,,,,,,,Kaggle Learn Courses,,,,Udemy,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
 IBM Cloud / Red Hat ,,,, GitHub ,, Kaggle ,,,,,,,,,,,,,,,,Other
,,,,,,,,,,,,,Kaggle Learn Courses,,,,,,,,,
 Microsoft Azure ,,,, GitHub ,,,,,,,,,,DataCamp,,,,LinkedIn Learning,,,,Other
,,,,,,,,,,,Coursera,,Kaggle Learn Courses,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,, GitHub ,,,,,,,Coursera,,,DataCamp,,,,LinkedIn Learning,,University Courses (resulting in a university degree),,
,,,,,,,,,,,Coursera,,,,,,Udemy,,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)",University Courses (resulting in a university degree),,Other
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,None,
,,,,,,,,,,,,,,,,,,LinkedIn Learning,,,,
,,,,,,,,,I do not share my work publicly,,,,Kaggle Learn Courses,,,,,,,,,
